gid,barrio,plaza,nro_piq,calle,altura,artefacto,lampara,potencia,soporte,columna,tulipa,portaeq,lng,lat
152994,VILLA CHIQUITA,,22,JUAN JOSE CASTELLI,1700,PHILIPS,LED,76,R8,,,,-588.098.989.427.087.000,-274.798.974.729.968.000
152998,VILLA CHIQUITA,,26,JUAN JOSE CASTELLI,1700,PHILIPS,LED,76,R8,,,,-588.101.644.814.012.000,-274.813.372.634.289.000
153013,SANTA TERESITA,,178,JUAN JOSE CASTELLI,2000,PHILIPS,LED,76,R8,,,,-588.106.754.422.185.000,-274.840.402.210.992.000
153015,SANTA TERESITA,,180,JUAN JOSE CASTELLI,2100,PHILIPS,LED,76,R8,,,,-588.108.296.692.368.000,-274.861.106.583.513.000
153018,ANAHI,,70,CABO ROQUE E. SANCHEZ,,PHILIPS,LED,76,R8,,,,-587.956.523.895.261.000,-274.593.638.020.778.000
153042,17 DE agosto,,1,LAVALLE,5000,PHILIPS,LED,76,R8,,,,-587.912.294.268.605.000,-274.850.659.263.212.000
153047,NUESTRA SRA DE LA POMPEYA,,47,PJE. ANTONIO,2100,PHILIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.228.135.107.963.000,-274.649.025.866.219.000
153138,ALDANA,,83,GDOR. MANUEL I. LAGRAÑA,100,PHILIPS,LED,76,R8,,,,-588.258.138.298.986.000,-274.601.523.341.680.000
149854,ALDANA,,50,GDOR. AGUSTIN P. JUSTO,2100,CHZ,LED,150,R8 CON BRAZO CORTO,,,,-588.228.915.631.769.000,-274.642.134.740.389.000
149974,QUINTA FERRE,,9,CALLE 66,3200,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.062.709.611.023.000,-274.636.308.609.303.000
150273,SAN MARTIN,,1308,JOSE RAMON VIDAL,1700,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.378.820.940.850.000,-274.770.696.509.304.000
152474,CIUDAD DE ESTEPA,,19,,,PHILIPS,LED,76,COLUMNAS ART TIPO URBANO,,,,-588.325.434.922.351.000,-274.932.673.824.915.000
150442,9 DE julio,,126,S/N (969),,PHILIPS,LED,76,PRFV,,,,-587.975.205.481.049.000,-274.885.634.544.540.000
152486,ALDANA,,78,GDOR. MIGUEL V. GELABERT,450,PHILIPS,LED,76,R8,,,,-588.233.971.595.762.000,-274.641.507.726.650.000
150941,YAPEYU,,54,GDOR. ING. VALENTIN VIRASORO,2700,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.145.662.240.131.000,-274.684.483.809.204.000
151014,YAPEYU,,27,PLAYA MIRAMAR,800,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.177.759.200.332.000,-274.693.106.670.781.000
151056,DR NICOLINI,,140,DR. VALERIO BONASTRE,3300,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.294.203.951.952.000,-274.962.282.491.974.000
151083,LIBERTAD,,85,BELGRANO,2400,LMS,LED,150,R8 CON BRAZO DE 1 METRO,,,,-588.199.088.274.521.000,-274.737.062.008.949.000
151107,VILLA RAQUEL,,22,JUAN JOSE PASO,2900,PHILIPS,LED,76,PESCANTE,,,,-588.133.361.935.613.000,-274.918.835.914.597.000
150509,JOSE MARIA PONCE,,14,ROMULO GREGORIO ARTIEDA,2400,NA,LED,,PESCANTE,,,,-587.699.571.624.395.000,-274.949.199.350.513.000
150554,JOSE MARIA PONCE,,45,JOAQUIN ARQUEROS,2650,NA,LED,,BRAZO POR POSTE DE HORMIGON,,,,-587.714.632.228.014.000,-274.968.410.002.170.000
150649,JOSE MARIA PONCE,,100,JOSE VALPUESTA,6600,NA,LED,,BRAZO POR POSTE DE HORMIGON,,,,-587.732.163.606.588.000,-274.966.723.702.472.000
152502,CIUDAD DE ESTEPA,,30,,,PHILIPS,LED,76,COLUMNAS PARA ART TIPO URBANO,,,,-588.320.314.586.324.000,-274.920.324.789.616.000
152513,LA ROSADA,,8305,JUJUY,400,STRAND,LED,150,R8,,,,-588.272.193.074.224.000,-274.630.285.334.336.000
152528,BERON DE ASTRADA,LOS INMIGRANTES,274,SARMIENTO,2200,PHILIPS,LED,76,PESCANTE,,,,-588.310.602.307.317.000,-274.836.975.955.994.000
152562,PUEBLO BUENOS AIRES,,27,HUNGRIA,4350,PHILIPS,LED,76,R8,,,,-587.967.091.798.779.000,-27.472.220.700.039.300
152571,SOL DE MAYO,,1,MARTIN FIERRO,400,PHILIPS,LED,76,R8,,,,-588.001.131.666.747.000,-274.657.273.716.094.000
152652,LUZ Y FUERZA,,40,TTE. CUNDOM,1400,PHILIPS,LED,76,R8,,,,-588.344.317.674.634.000,-274.863.388.261.892.000
152703,CODEPRO,,61,RIO NEGRO,1400,PHILIPS,LED,76,R8,,,,-588.348.139.822.481.000,-2.748.804.133.373.440
152763,CIUDAD DE AREQUIPA,,88,RIO GALLEGOS,,PHILIPS,LED,76,R8,,,,-588.323.758.542.535.000,-274.872.192.373.682.000
152792,CIUDAD DE AREQUIPA,,117,USHUAIA,1500,PHILIPS,LED,76,R8,,,,-588.339.167.833.326.000,-274.883.994.156.665.000
152825,GENERAL MADARIAGA,,18,YATAY,4100,PHILIPS,LED,76,R8,,,,-587.986.283.004.281.000,-274.699.158.413.615.000
152855,HIPODROMO,,28,ABREVADERO,,PHILIPS,LED,76,R8,,,,-588.001.960.515.973.000,-274.707.749.262.470.000
152902,GENERAL MADARIAGA,,82,EL URUNDAY,800,PHILIPS,LED,76,R8,,,,-587.962.880.730.626.000,-274.707.383.466.881.000
152915,PIO X,,128,PJE. S/N (931),,PHILIPS,LED,76,R8,,,,-588.369.610.905.645.000,-274.859.497.507.805.000
152999,VILLA CHIQUITA,,27,JUAN JOSE CASTELLI,1700,PHILIPS,LED,76,R8,,,,-58.810.104.131.698.300,-274.808.993.305.747.000
153014,SANTA TERESITA,,179,JUAN JOSE CASTELLI,2000,PHILIPS,LED,76,R8,,,,-588.106.378.912.923.000,-274.838.153.102.343.000
153016,SANTA TERESITA,,181,JUAN JOSE CASTELLI,2100,PHILIPS,LED,76,R8,,,,-588.108.859.956.262.000,-274.855.097.163.116.000
153019,ANAHI,,71,CABO ROQUE E. SANCHEZ,,PHILIPS,LED,76,R8,,,,-587.956.523.895.261.000,-274.593.638.020.778.000
153043,17 DE agosto,,2,LAVALLE,5000,PHILIPS,LED,76,R8,,,,-587.901.377.677.914.000,-274.850.730.662.747.000
153048,NUESTRA SRA DE LA POMPEYA,,48,PJE. ANTONIO,2100,PHILIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.231.919.705.865.000,-274.649.054.207.054.000
153139,ALDANA,,84,GDOR. MANUEL I. LAGRAÑA,100,PHILIPS,LED,76,R8,,,,-588.258.004.188.535.000,-27.459.825.011.809.300
149855,NUESTRA SRA DE LA POMPEYA,,25,GDOR. AGUSTIN P. JUSTO,2100,CHZ,LED,150,R8 CON BRAZO CORTO,,,,-588.223.148.882.386.000,-274.643.562.387.603.000
149975,QUINTA FERRE,,10,CALLE 66,3250,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.060.796.651.862.000,-27.463.714.125.270.200
150274,SAN MARTIN,,1309,JOSE RAMON VIDAL,1700,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.381.503.149.865.000,-274.777.952.850.198.000
155512,UNION,,1261,GDOR. DR. ADOLFO CONTTE,2050,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.242.313.267.435.000,-274.827.432.989.603.000
152487,ALDANA,,79,GDOR. MIGUEL V. GELABERT,450,PHILIPS,LED,76,R8,,,,-58.823.382.407.426.600,-274.636.711.157.463.000
150443,9 DE julio,,127,GASCON,2400,PHILIPS,LED,76,PRFV,,,,-587.968.499.958.512.000,-274.911.307.923.967.000
150942,YAPEYU,,55,GDOR. ING. VALENTIN VIRASORO,2700,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.147.794.058.711.000,-274.682.877.846.981.000
151015,YAPEYU,,28,PLAYA MIRAMAR,800,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.177.195.936.439.000,-274.690.739.261.227.000
152503,CIUDAD DE ESTEPA,,31,,,PHILIPS,LED,76,COLUMNAS PARA ART TIPO URBANO,,,,-588.318.235.874.337.000,-274.918.825.021.022.000
151057,DR NICOLINI,,141,DR. VALERIO BONASTRE,3300,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.297.120.854.256.000,-27.496.516.197.759.700
152514,LA ROSADA,,8306,JUJUY,400,STRAND,LED,150,R8,,,,-588.272.273.540.494.000,-274.631.904.046.359.000
151084,LIBERTAD,,86,BELGRANO,2500,LMS,LED,150,R8 CON BRAZO DE 1 METRO,,,,-588.193.119.562.492.000,-274.737.381.909.457.000
151108,VILLA RAQUEL,,23,JUAN JOSE PASO,2950,PHILIPS,LED,76,PESCANTE,,,,-588.136.010.617.015.000,-274.935.981.679.009.000
150510,JOSE MARIA PONCE,,15,ROMULO GREGORIO ARTIEDA,2400,NA,LED,,PESCANTE,,,,-587.699.092.179.534.000,-274.946.583.763.041.000
150555,JOSE MARIA PONCE,,46,JOAQUIN ARQUEROS,2650,NA,LED,,BRAZO POR POSTE DE HORMIGON,,,,-58.771.435.059.606.700,-274.966.828.159.616.000
150650,ZONA SUR PONCE,,51,JOSE VALPUESTA,6600,NA,LED,,PESCANTE,,,,-587.728.053.048.621.000,-274.969.009.457.088.000
152529,BERON DE ASTRADA,LOS INMIGRANTES,275,AVIADOR J. CORREA FERNANDEZ,1600,PHILIPS,LED,76,PRFV DOBLE,,,,-588.311.192.393.300.000,-27.483.621.435.121.000
152563,PUEBLO BUENOS AIRES,,28,HUNGRIA,4350,PHILIPS,LED,76,R8,,,,-587.971.128.523.347.000,-274.721.528.741.013.000
152572,SOL DE MAYO,,2,MARTIN FIERRO,400,PHILIPS,LED,76,R8,,,,-588.001.878.078.549.000,-274.650.858.497.752.000
152653,LUZ Y FUERZA,,41,TTE. CUNDOM,1400,PHILIPS,LED,76,R8,,,,-588.349.212.706.086.000,-274.862.828.971.843.000
152704,CODEPRO,,62,RIO NEGRO,1400,PHILIPS,LED,76,R8,,,,-588.353.101.909.158.000,-274.879.889.754.763.000
152764,CIUDAD DE AREQUIPA,,89,RIO GALLEGOS,,PHILIPS,LED,76,R8,,,,-588.319.990.038.869.000,-27.487.169.258.658.300
152793,CIUDAD DE AREQUIPA,,118,USHUAIA,1500,PHILIPS,LED,76,R8,,,,-588.330.316.543.577.000,-274.884.220.248.331.000
152826,GENERAL MADARIAGA,,19,YATAY,4100,PHILIPS,LED,76,R8,,,,-58.798.931.390.046.800,-274.699.932.014.699.000
152856,HIPODROMO,,29,ABREVADERO,,PHILIPS,LED,76,R8,,,,-58.799.286.782.741.300,-274.710.605.610.740.000
152903,GENERAL MADARIAGA,,83,EL URUNDAY,800,PHILIPS,LED,76,R8,,,,-587.963.765.859.601.000,-274.704.537.794.912.000
152916,PIO X,,129,PJE. S/N (931),,PHILIPS,LED,76,R8,,,,-588.370.428.979.394.000,-274.865.376.006.797.000
153017,SANTA TERESITA,,182,JUAN JOSE CASTELLI,2100,PHILIPS,LED,76,R8,,,,-588.108.095.526.692.000,-274.849.920.705.397.000
153020,ANAHI,,72,CABO ROQUE E. SANCHEZ,,PHILIPS,LED,76,R8,,,,-587.956.523.895.261.000,-274.593.638.020.778.000
153044,17 DE agosto,,3,LAVALLE,5000,PHILIPS,LED,76,R8,,,,-587.906.715.273.854.000,-274.851.444.657.836.000
153049,NUESTRA SRA DE LA POMPEYA,,49,PJE. ANTONIO BERUTTI,2100,PHILIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.223.146.199.195.000,-274.648.382.950.191.000
153140,ALDANA,,85,GDOR. MANUEL I. LAGRAÑA,100,PHILIPS,LED,76,R8,,,,-588.257.883.489.129.000,-274.595.155.425.037.000
153175,BAÑADO NORTE,,33,LEANDRO N. ALEM,300,PHILIPS,LED,76,R8,,,,-588.150.554.895.398.000,-274.619.633.027.173.000
153226,DR. MONTAÑA,,697,JAIME MAZZA,5300,PHILIPS,LED,76,R8,,,,-587.930.546.700.952.000,-275.196.042.414.433.000
153376,JUAN XXIII,,12,MARIANO ANDINO IGARZABAL,3700,PHILIPS,LED,76,R8,,,,-588.311.208.487.537.000,-274.994.505.132.934.000
125790,,,,,,,SIN ESPECIFICAR,,,,,,-588.176.050.130.275.000,-27.525.621.335.953.400
155444,SANTA ROSA,,1152,LAVALLE,1900,PHILIPS,LED,76,R8 DE BRAZO CORTO,,,,-588.269.926.607.606.000,-274.779.127.646.898.000
149856,NUESTRA SRA DE LA POMPEYA,,25,GDOR. AGUSTIN P. JUSTO,2200,CHZ,LED,150,R8 CON BRAZO CORTO,,,,-588.217.710.703.609.000,-274.643.722.997.799.000
149976,QUINTA FERRE,,11,CALLE 66,3300,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-58.805.544.152.828.300,-274.639.266.068.790.000
150275,SUR,,796,JOSE RAMON VIDAL,1700,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.379.276.916.382.000,-274.773.123.225.349.000
152488,ALDANA,,80,GDOR. MIGUEL V. GELABERT,450,PHILIPS,LED,76,R8,,,,-588.233.636.319.635.000,-27.463.170.030.570.700
150444,9 DE julio,,128,GASCON,2400,PHILIPS,LED,76,PRFV,,,,-587.967.990.338.799.000,-27.490.648.974.963.800
150943,YAPEYU,,56,GDOR. ING. VALENTIN VIRASORO,2700,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.143.758.220.303.000,-274.683.484.720.091.000
151058,DR NICOLINI,,142,DR. VALERIO BONASTRE,3300,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.295.591.995.117.000,-27.496.347.236.297.900
151085,LIBERTAD,,87,BELGRANO,2500,LMS,LED,150,R8 CON BRAZO DE 1 METRO,,,,-588.194.800.105.541.000,-27.473.723.125.488.500
151109,VILLA RAQUEL,,24,JUAN JOSE PASO,2950,PHILIPS,LED,76,PESCANTE,,,,-588.134.639.337.656.000,-274.927.557.765.290.000
150511,JOSE MARIA PONCE,,16,ROMULO GREGORIO ARTIEDA,2400,NA,LED,,PESCANTE,,,,-587.698.850.780.722.000,-274.944.966.207.732.000
150556,JOSE MARIA PONCE,,47,JOAQUIN ARQUEROS,2600,NA,LED,,PESCANTE,,,,-587.713.854.387.399.000,-274.964.027.222.302.000
150651,ZONA SUR PONCE,,52,PASAJE 757,,,LED,,BRAZO POR POSTE DE HORMIGON,,,,-587.729.099.326.127.000,-274.970.034.420.718.000
152504,CIUDAD DE ESTEPA,,32,JOSE MANUEL ESTRADA,3000,PHILIPS,LED,76,GLOBO,,,,-588.321.937.321.959.000,-274.934.704.330.322.000
152515,LA ROSADA,,8307,JUJUY,400,STRAND,LED,150,R8,,,,-588.272.434.473.035.000,-274.635.236.681.277.000
152530,BERON DE ASTRADA,LOS INMIGRANTES,276,AVIADOR J. CORREA FERNANDEZ,1600,PHILIPS,LED,76,PRFV DOBLE,,,,-588.313.056.528.566.000,-274.837.309.157.921.000
152564,PUEBLO BUENOS AIRES,,29,HUNGRIA,4350,PHILIPS,LED,76,R8,,,,-587.965.214.252.469.000,-274.722.504.533.113.000
152573,ANAHI,,7,MARTIN FIERRO,400,PHILIPS,LED,76,R8,,,,-587.999.897.760.594.000,-274.655.401.560.894.000
152654,BANCARIO,,34,TTE. CUNDOM,1500,PHILIPS,LED,76,R8,,,,-58.834.131.360.053.800,-274.862.757.850.310.000
152705,CODEPRO,,63,RIO NEGRO,1400,PHILIPS,LED,76,R8,,,,-588.345.618.546.007.000,-274.880.663.228.943.000
152765,CIUDAD DE AREQUIPA,,90,RIO GALLEGOS,,PHILIPS,LED,76,R8,,,,-588.316.543.400.285.000,-274.872.145.621.964.000
152794,CIUDAD DE AREQUIPA,,119,USHUAIA,1500,PHILIPS,LED,76,R8,,,,-588.334.634.900.091.000,-27.488.460.103.418.900
152827,GENERAL MADARIAGA,,20,YATAY,4100,PHILIPS,LED,76,R8,,,,-587.980.328.500.268.000,-274.697.682.619.270.000
152857,HIPODROMO,,30,ABREVADERO,,PHILIPS,LED,76,R8,,,,-587.997.494.637.963.000,-274.709.796.312.815.000
152904,GENERAL MADARIAGA,,84,EL URUNDAY,800,PHILIPS,LED,76,R8,,,,-587.964.691.221.711.000,-274.701.658.844.702.000
152917,PIO X,,130,PJE. S/N (931),,PHILIPS,LED,76,R8,,,,-588.369.248.807.428.000,-274.856.534.446.823.000
153021,ANAHI,,73,CABO ROQUE E. SANCHEZ,,PHILIPS,LED,76,R8,,,,-587.959.804.238.196.000,-27.467.545.708.438.100
153045,17 DE agosto,,4,LAVALLE,5000,PHILIPS,LED,76,R8,,,,-587.903.845.310.208.000,-274.851.849.254.848.000
153050,NUESTRA SRA DE LA POMPEYA,,50,PJE. ANTONIO,2200,PHILIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.214.104.472.033.000,-274.648.644.879.170.000
153141,ALDANA,,86,GDOR. MANUEL I. LAGRAÑA,200,PHILIPS,LED,76,BRAZO X POSTE HORMIGON,,,,-588.259.868.323.800.000,-274.610.472.679.205.000
153173,BAÑADO NORTE,,31,LEANDRO N. ALEM,300,PHILIPS,LED,76,R8,,,,-588.151.346.147.058.000,-274.625.097.273.574.000
153227,DR. MONTAÑA,,698,JAIME MAZZA,5400,PHILIPS,LED,76,R8,,,,-58.792.393.505.573.000,-275.195.447.733.135.000
153342,NIÑO JESUS,,28,PJE. NIÑO JESUS,1000,PHILIPS,LED,76,R8,,,,-588.016.484.677.789.000,-274.751.749.712.885.000
153377,JUAN XXIII,,13,MARIANO ANDINO IGARZABAL,3700,PHILIPS,LED,76,R8,,,,-588.311.787.844.029.000,-274.997.951.979.989.000
149857,NUESTRA SRA DE LA POMPEYA,,25,GDOR. AGUSTIN P. JUSTO,2200,CHZ,LED,150,R8 CON BRAZO CORTO,,,,-588.212.534.040.210.000,-274.643.889.556.495.000
149977,QUINTA FERRE,,12,CALLE 66,3300,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.057.484.365.929.000,-274.638.393.277.404.000
150276,SAN MARTIN,,1310,JOSE RAMON VIDAL,1700,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.379.923.999.307.000,-274.768.626.679.360.000
152477,CIUDAD DE ESTEPA,,22,,,PHILIPS,LED,76,COLUMNAS ART TIPO URBANO,,,,-588.327.607.511.653.000,-274.932.447.672.001.000
150445,9 DE julio,,129,GASCON,2400,PHILIPS,LED,76,PESCANTE,,,,-587.969.157.099.721.000,-274.913.996.575.044.000
152489,ALDANA,,81,GDOR. MIGUEL V. GELABERT,450,PHILIPS,LED,76,R8,,,,-588.233.904.540.536.000,-274.639.198.721.490.000
150944,YAPEYU,,57,GDOR. ING. VALENTIN VIRASORO,2800,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.137.628.719.744.000,-274.684.376.743.034.000
1285,DR NICOLINI,,43,COSQUIN,1951,AL400,LED,150,JIRAFA,ACERO,NO,SI,-588.290.096.819.398.000,-274.938.600.072.414.000
151110,VILLA RAQUEL,,25,JUAN JOSE PASO,2950,PHILIPS,LED,76,PESCANTE,,,,-58.813.528.642.058.100,-274.931.435.228.319.000
150512,JOSE MARIA PONCE,,17,ALBERTO DEVOTO,6900,NA,LED,,BRAZO POR POSTE DE HORMIGON,,,,-587.698.659.673.330.000,-274.962.107.324.734.000
150557,JOSE MARIA PONCE,,48,JOAQUIN ARQUEROS,2600,NA,LED,,PESCANTE,,,,-587.713.505.700.227.000,-274.962.195.607.634.000
150652,ZONA SUR PONCE,,53,PASAJE 757,,,LED,,BRAZO POR POSTE DE HORMIGON,,,,-587.729.431.346.688.000,-274.972.080.542.189.000
152505,CIUDAD DE ESTEPA,,33,JOSE MANUEL ESTRADA,3000,PHILIPS,LED,76,GLOBO,,,,-588.322.111.665.545.000,-274.935.799.383.862.000
152516,LA ROSADA,,8308,JUJUY,400,STRAND,LED,150,R8,,,,-588.272.340.595.720.000,-274.633.558.462.810.000
152531,HIPODROMO,,6,LOS TILOS,900,PHILIPS,LED,76,R8,,,,-588.012.246.787.545.000,-274.739.377.569.485.000
152574,ANAHI,,8,MARTIN FIERRO,400,PHILIPS,LED,76,R8,,,,-588.000.259.792.533.000,-274.652.415.986.105.000
152655,BANCARIO,,35,TTE. CUNDOM,1500,PHILIPS,LED,76,R8,,,,-58.833.358.883.857.500,-274.860.592.086.025.000
152706,CODEPRO,,64,RIO NEGRO,1400,PHILIPS,LED,76,R8,,,,-588.350.728.154.180.000,-274.880.127.746.876.000
152766,CIUDAD DE AREQUIPA,,91,RIO GALLEGOS,,PHILIPS,LED,76,R8,,,,-588.313.619.792.459.000,-274.873.513.238.492.000
152795,CIUDAD DE AREQUIPA,,120,USHUAIA,1500,PHILIPS,LED,76,R8,,,,-58.833.674.043.416.700,-274.883.387.278.806.000
152828,GENERAL MADARIAGA,,21,YATAY,4100,PHILIPS,LED,76,R8,,,,-587.983.238.697.049.000,-274.698.337.205.715.000
152858,HIPODROMO,,31,ABREVADERO,,PHILIPS,LED,76,R8,,,,-587.995.308.637.616.000,-274.710.879.343.727.000
152905,GENERAL MADARIAGA,,85,EL URUNDAY,800,PHILIPS,LED,76,R8,,,,-587.964.154.779.908.000,-274.698.468.592.756.000
152918,PIO X,,131,PJE. S/N (931),,PHILIPS,LED,76,R8,,,,-588.370.764.255.521.000,-274.862.198.765.287.000
153002,VILLA CHIQUITA,,28,JUAN JOSE CASTELLI,1800,PHILIPS,LED,76,R8,,,,-588.103.280.961.511.000,-274.825.948.424.142.000
153022,ANAHI,,74,CABO ROQUE E. SANCHEZ,,PHILIPS,LED,76,R8,,,,-587.959.812.285.314.000,-274.671.911.602.092.000
153046,17 DE agosto,,5,LAVALLE,5000,PHILIPS,LED,76,R8,,,,-58.790.962.547.063.500,-274.851.016.260.838.000
153051,NUESTRA SRA DE LA POMPEYA,,51,PJE. ANTONIO,2200,PHILIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.217.929.301.434.000,-274.648.549.631.797.000
153142,ALDANA,,87,GDOR. MANUEL I. LAGRAÑA,200,PHILIPS,LED,76,BRAZO X POSTE HORMIGON,,,,-588.259.787.857.530.000,-274.608.068.414.375.000
153174,BAÑADO NORTE,,32,LEANDRO N. ALEM,300,PHILIPS,LED,76,R8,,,,-588.150.943.815.705.000,-274.622.181.191.751.000
153228,DR. MONTAÑA,,699,JAIME MAZZA,5400,PHILIPS,LED,76,R8,,,,-587.921.534.478.661.000,-275.196.078.095.300.000
153343,NIÑO JESUS,,29,PJE. NIÑO JESUS,1000,PHILIPS,LED,76,R8,,,,-588.016.967.475.411.000,-274.754.331.667.920.000
153378,JUAN XXIII,,14,MARIANO ANDINO IGARZABAL,3700,PHILIPS,LED,76,R8,,,,-588.310.511.112.374.000,-274.989.815.689.013.000
153411,PLACIDO MARTINEZ,,10,CHACABUCO,250,PHILIPS,LED,76,R8,,,,-588.100.703.357.665.000,-274.618.310.034.041.000
157779,CREMONTE,,97,CNEL. WENCESLAO MARTINEZ,1300,PHILIPS,LED,76,R8 BRAZO CORTO,,,,-587.728.143.855.926.000,-274.823.013.019.979.000
24172,DEPORTE,,,,,Sin Dato,LED,45,,,,,-588.321.059.999.997.000,-274.680.829.999.999.000
155514,UNION,,1263,GDOR. DR. ADOLFO CONTTE,2050,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-58.824.169.635.772.400,-274.831.442.475.989.000
149858,NUESTRA SRA DE LA POMPEYA,,25,GDOR. AGUSTIN P. JUSTO,2200,CHZ,LED,150,R8 CON BRAZO CORTO,,,,-588.210.066.407.916.000,-274.643.949.041.738.000
149978,PUJOL,,105,CALLE 66,3350,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.053.049.915.095.000,-274.641.090.515.230.000
150277,SAN MARTIN,,1311,JOSE RAMON VIDAL,1700,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.379.069.045.184.000,-274.763.410.917.089.000
152478,CIUDAD DE ESTEPA,S/N,23,S/N,,PHILIPS,LED,76,COLUMNAS ART TIPO URBANO,,,,-588.322.929.740.113.000,-27.493.078.954.594.100
150446,9 DE julio,,130,GASCON,2400,PHILIPS,LED,76,PESCANTE,,,,-587.968.070.805.070.000,-27.490.867.874.997.100
150945,YAPEYU,,58,GDOR. ING. VALENTIN VIRASORO,2800,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.139.626.958.096.000,-274.684.067.967.408.000
150513,JOSE MARIA PONCE,,18,ALBERTO DEVOTO,6900,NA,LED,,BRAZO POR POSTE DE HORMIGON,,,,-58.769.533.373.415.100,-274.962.571.175.527.000
150558,JOSE MARIA PONCE,,49,JOAQUIN ARQUEROS,2400,NA,LED,,PESCANTE,,,,-587.709.881.365.296.000,-274.949.791.039.126.000
150653,ZONA SUR PONCE,,54,PASAJE 757,,,LED,,BRAZO POR POSTE DE HORMIGON,,,,-587.729.833.795.854.000,-274.974.388.372.307.000
159828,SAN IGNACIO,,147,PIO XI,1350,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-587.652.549.147.603.000,-274.838.236.579.860.000
152490,ALDANA,,82,GDOR. MIGUEL V. GELABERT,450,PHILIPS,LED,76,R8,,,,-588.233.676.552.770.000,-274.634.152.174.258.000
152506,CIUDAD DE ESTEPA,,34,,,PHILIPS,LED,76,COLUMNAS PARA ART TIPO URBANO,,,,-58.832.064.986.163.200,-274.933.621.178.466.000
152517,LA ROSADA,,8309,FRAY J. DE LA QUINTANA,1700,STRAND,LED,150,R8,,,,-588.274.942.338.464.000,-274.638.497.892.836.000
152532,HIPODROMO,,7,LOS TILOS,900,PHILIPS,LED,76,R8,,,,-588.011.308.014.390.000,-27.473.659.270.272.600
152575,SOL DE MAYO,,3,MARTIN FIERRO,400,PHILIPS,LED,76,R8,,,,-588.000.031.451.284.000,-274.667.300.313.796.000
152656,BANCARIO,,36,TTE. CUNDOM,1500,PHILIPS,LED,76,R8,,,,-58.833.557.367.324.600,-274.862.472.255.263.000
152707,CODEPRO,,65,CHUBUT,1300,PHILIPS,LED,76,R8,,,,-588.361.604.511.735.000,-274.884.387.797.000.000
152767,CIUDAD DE AREQUIPA,,92,RIO GALLEGOS,,PHILIPS,LED,76,R8,,,,-588.310.615.718.362.000,-274.873.917.827.397.000
152796,CIUDAD DE AREQUIPA,,121,USHUAIA,1500,PHILIPS,LED,76,R8,,,,-588.332.462.310.789.000,-274.884.910.422.603.000
152829,GENERAL MADARIAGA,,22,YATAY,4200,PHILIPS,LED,76,R8,,,,-587.973.555.922.505.000,-274.696.017.298.564.000
152859,HIPODROMO,,32,ABREVADERO,,PHILIPS,LED,76,R8,,,,-587.999.224.662.775.000,-274.707.570.740.457.000
152906,GENERAL MADARIAGA,,86,EL URUNDAY,800,PHILIPS,LED,76,R8,,,,-587.965.039.908.883.000,-27.469.569.494.401.800
152919,PIO X,,132,PJE. S/N (57),,PHILIPS,LED,76,R8,,,,-588.371.488.451.955.000,-274.860.521.108.090.000
153003,VILLA CHIQUITA,,29,JUAN JOSE CASTELLI,1800,PHILIPS,LED,76,R8,,,,-588.103.991.746.900.000,-274.820.593.325.726.000
153023,ANAHI,,75,CABO ROQUE E. SANCHEZ,,PHILIPS,LED,76,R8,,,,-587.959.898.115.511.000,-274.679.362.102.255.000
153052,NUESTRA SRA DE LA POMPEYA,,52,PJE. ANTONIO BERUTTI,2200,PHILIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.211.934.563.467.000,-2.746.495.068.625.180
